natmass,age,sex,sei,region,polviews
Too Little,47,Female,27.5,W. Sou. Central,Conservative
Too Much,81,Female,87,South Atlantic,Conservative
Too Little,56,Male,63.5,Pacific,Extremely Liberal
Too Little,30,Female,38.400002,Middle Atlantic,Moderate
Too Little,44,Male,37.299999,E. Nor. Central,Moderate
Too Little,40,Male,49.599998,South Atlantic,Moderate
Too Much,26,Female,38.900002,W. Sou. Central,Extremely Conservative
About Right,23,Female,36.700001,E. Nor. Central,Moderate
About Right,23,Female,33.900002,Pacific,Slightly Liberal
About Right,34,Male,45.799999,Mountain,Slightly Conservative
About Right,19,Female,36.5,E. Nor. Central,Slightly Liberal
About Right,55,Female,92.300003,Middle Atlantic,Moderate
Too Little,25,Female,32.400002,Pacific,Extremely Liberal
Too Little,52,Male,31.5,South Atlantic,Extremely Liberal
About Right,21,Female,38.400002,Pacific,Moderate
About Right,26,Female,33.099998,W. Sou. Central,Moderate
Too Little,52,Female,30.799999,Middle Atlantic,Slightly Liberal
About Right,23,Female,34.200001,E. Sou. Central,Slightly Conservative
Too Little,48,Male,92.300003,E. Nor. Central,Slightly Liberal
Too Little,25,Female,51.799999,E. Nor. Central,Slightly Conservative
About Right,49,Female,76.5,Middle Atlantic,Slightly Liberal
Too Little,51,Female,37.700001,E. Nor. Central,Slightly Liberal
About Right,34,Male,36.5,South Atlantic,Moderate
About Right,50,Male,24.200001,E. Nor. Central,Liberal
About Right,42,Female,26.4,Middle Atlantic,Liberal
About Right,43,Female,36.5,E. Sou. Central,Moderate
About Right,50,Male,63.5,South Atlantic,Moderate
About Right,42,Male,43.200001,W. Nor. Central,Moderate
About Right,23,Female,28.4,W. Sou. Central,Moderate
About Right,67,Female,66.099998,South Atlantic,Slightly Conservative
About Right,54,Male,62.5,W. Nor. Central,Slightly Liberal
Too Little,36,Male,64.199997,New England,Slightly Liberal
Too Little,38,Male,28.4,Mountain,Moderate
About Right,33,Female,38,W. Sou. Central,Conservative
About Right,22,Male,61.900002,W. Nor. Central,Moderate
Too Little,43,Male,42.200001,South Atlantic,Moderate
About Right,53,Female,56.599998,South Atlantic,Moderate
Too Little,56,Male,29.799999,Middle Atlantic,Conservative
Too Little,40,Male,73.199997,Middle Atlantic,Slightly Conservative
Too Little,68,Male,63.5,South Atlantic,Conservative
Too Much,42,Female,38,W. Sou. Central,Liberal
About Right,34,Male,64.099998,South Atlantic,Conservative
About Right,60,Male,31.5,Middle Atlantic,Moderate
Too Little,39,Male,32.299999,E. Nor. Central,Moderate
About Right,44,Female,36.5,Middle Atlantic,Moderate
About Right,44,Female,26.4,E. Sou. Central,Moderate
About Right,43,Male,44.700001,W. Sou. Central,Extremely Conservative
Too Little,67,Female,73.199997,Pacific,Conservative
Too Little,30,Male,28.6,Mountain,Slightly Conservative
Too Much,39,Male,29.299999,E. Nor. Central,Slightly Conservative
Too Little,29,Male,66.099998,Middle Atlantic,Moderate
Too Little,69,Male,97.199997,South Atlantic,Conservative
About Right,37,Male,65.800003,South Atlantic,Moderate
Too Little,52,Female,31.200001,E. Nor. Central,Conservative
About Right,56,Male,86.599998,Pacific,Slightly Liberal
Too Little,62,Female,29.799999,E. Sou. Central,Liberal
Too Little,31,Male,28.4,Pacific,Slightly Conservative
About Right,33,Male,85.099998,Pacific,Liberal
About Right,39,Female,27.5,E. Nor. Central,Slightly Conservative
About Right,69,Female,38.900002,Middle Atlantic,Slightly Conservative
Too Little,49,Male,48.900002,New England,Slightly Liberal
About Right,51,Female,85.099998,Middle Atlantic,Conservative
About Right,66,Female,64.199997,New England,Slightly Conservative
About Right,52,Female,43.700001,South Atlantic,Slightly Liberal
Too Much,40,Female,64.099998,W. Nor. Central,Slightly Conservative
About Right,26,Female,68.099998,South Atlantic,Moderate
About Right,36,Female,36.700001,W. Nor. Central,Moderate
Too Little,34,Male,92.300003,Mountain,Liberal
About Right,60,Male,63.5,New England,Moderate
Too Little,54,Male,63.200001,W. Nor. Central,Liberal
About Right,63,Female,85.099998,New England,Slightly Liberal
About Right,37,Male,29.200001,South Atlantic,Moderate
Too Little,35,Male,84.199997,Pacific,Extremely Liberal
Too Little,37,Male,63.5,Middle Atlantic,Moderate
Too Little,77,Female,78.5,Pacific,Conservative
About Right,34,Male,30.700001,W. Nor. Central,Moderate
About Right,55,Female,35.400002,South Atlantic,Conservative
About Right,24,Female,38.900002,Middle Atlantic,Moderate
About Right,77,Female,32.400002,E. Nor. Central,Slightly Liberal
Too Little,27,Female,38.400002,E. Nor. Central,Conservative
Too Little,22,Male,33.099998,W. Sou. Central,Liberal
Too Little,25,Female,44.799999,Pacific,Moderate
Too Much,23,Male,28.6,Mountain,Moderate
Too Little,52,Female,38.400002,Middle Atlantic,Slightly Liberal
Too Little,59,Female,85.800003,E. Nor. Central,Liberal
About Right,61,Male,44.700001,E. Nor. Central,Conservative
About Right,54,Male,63.5,New England,Slightly Conservative
Too Much,65,Female,35.400002,Mountain,Moderate
About Right,72,Female,48.900002,Pacific,Conservative
Too Little,63,Female,29.299999,Mountain,Slightly Liberal
About Right,39,Male,64.099998,Middle Atlantic,Conservative
About Right,32,Female,37.700001,South Atlantic,Slightly Liberal
Too Little,37,Male,80.900002,New England,Liberal
Too Little,40,Male,92.300003,Middle Atlantic,Slightly Liberal
Too Little,61,Male,87.900002,Pacific,Conservative
Too Little,29,Male,63.5,South Atlantic,Moderate
Too Little,21,Female,26.4,South Atlantic,Moderate
About Right,72,Female,34.599998,New England,Conservative
About Right,21,Male,45.799999,W. Nor. Central,Slightly Conservative
About Right,55,Female,67,Mountain,Conservative
About Right,74,Female,45.400002,South Atlantic,Moderate
Too Much,47,Male,38.200001,W. Sou. Central,Slightly Liberal
About Right,70,Male,42.900002,E. Nor. Central,Conservative
About Right,45,Male,63.5,South Atlantic,Slightly Liberal
Too Little,41,Female,38.700001,South Atlantic,Slightly Liberal
Too Little,58,Female,71.599998,E. Nor. Central,Moderate
About Right,61,Female,38.400002,Middle Atlantic,Slightly Liberal
About Right,57,Female,38.900002,E. Nor. Central,Slightly Liberal
Too Little,22,Female,53.700001,Pacific,Liberal
About Right,52,Male,85.099998,South Atlantic,Liberal
About Right,65,Female,36.5,South Atlantic,Moderate
Too Little,68,Female,51.900002,South Atlantic,Conservative
Too Little,66,Male,28.4,Pacific,Slightly Liberal
About Right,43,Male,83.699997,South Atlantic,Conservative
About Right,27,Male,21.200001,New England,Moderate
About Right,22,Female,26.4,E. Nor. Central,Moderate
About Right,68,Female,33.900002,Middle Atlantic,Moderate
Too Little,26,Male,37.400002,Pacific,Extremely Liberal
About Right,25,Male,34.299999,South Atlantic,Moderate
Too Little,56,Female,81,E. Nor. Central,Moderate
About Right,69,Female,32,South Atlantic,Conservative
About Right,21,Female,38.900002,Middle Atlantic,Moderate
Too Little,51,Male,50.700001,W. Nor. Central,Slightly Liberal
Too Little,53,Male,80.900002,W. Nor. Central,Liberal
Too Much,22,Male,28.6,E. Sou. Central,Moderate
Too Little,42,Male,25.200001,South Atlantic,Slightly Liberal
About Right,41,Male,86.800003,W. Sou. Central,Slightly Liberal
About Right,30,Female,28.4,E. Nor. Central,Conservative
About Right,39,Female,38.900002,E. Nor. Central,Moderate
About Right,22,Male,39,E. Nor. Central,Moderate
About Right,42,Female,37.700001,E. Sou. Central,Slightly Conservative
About Right,36,Male,50.700001,Mountain,Moderate
About Right,45,Male,64.199997,Pacific,Moderate
Too Little,59,Male,63.5,Pacific,Slightly Conservative
About Right,32,Male,33.599998,Pacific,Slightly Conservative
About Right,20,Male,26.5,E. Nor. Central,Moderate
Too Little,33,Female,27.5,Pacific,Moderate
About Right,35,Male,86.5,Mountain,Moderate
About Right,50,Female,33.099998,Middle Atlantic,Slightly Liberal
Too Little,79,Female,29.200001,New England,Liberal
Too Little,39,Female,20.1,South Atlantic,Liberal
About Right,84,Male,37.299999,W. Nor. Central,Slightly Conservative
Too Much,46,Female,38.900002,South Atlantic,Extremely Conservative
About Right,65,Male,37.700001,Middle Atlantic,Liberal
About Right,36,Male,27.5,Pacific,Moderate
Too Little,40,Female,50.700001,Pacific,Slightly Conservative
Too Little,23,Male,27.700001,Mountain,Moderate
About Right,78,Female,38.400002,W. Nor. Central,Slightly Liberal
Too Little,50,Male,32,Middle Atlantic,Liberal
Too Little,51,Female,78.5,E. Nor. Central,Moderate
About Right,22,Female,36.5,W. Nor. Central,Extremely Conservative
About Right,35,Female,73.199997,E. Nor. Central,Liberal
Too Little,30,Female,39.400002,Middle Atlantic,Moderate
About Right,79,Female,38.400002,Middle Atlantic,Moderate
About Right,46,Female,32,E. Nor. Central,Moderate
Too Much,60,Female,26.700001,South Atlantic,Slightly Liberal
Too Much,76,Female,33.099998,Middle Atlantic,Moderate
About Right,71,Female,37.299999,E. Sou. Central,Conservative
About Right,60,Male,33,E. Nor. Central,Extremely Conservative
Too Much,37,Female,67,South Atlantic,Moderate
Too Little,47,Male,97.199997,W. Nor. Central,Moderate
About Right,40,Female,63.5,South Atlantic,Moderate
About Right,33,Female,33.099998,Pacific,Conservative
Too Little,42,Male,30,South Atlantic,Moderate
About Right,25,Male,63.5,South Atlantic,Slightly Conservative
Too Little,43,Female,64.400002,Pacific,Liberal
About Right,38,Male,40,Mountain,Conservative
About Right,33,Male,62.5,South Atlantic,Moderate
Too Much,86,Male,67,W. Sou. Central,Slightly Conservative
About Right,55,Female,43.700001,W. Sou. Central,Moderate
Too Little,38,Female,76.300003,South Atlantic,Moderate
Too Little,89,Male,26.9,E. Sou. Central,Moderate
About Right,50,Female,37.700001,W. Nor. Central,Moderate
Too Little,35,Female,38.400002,E. Nor. Central,Slightly Liberal
About Right,35,Male,66.099998,South Atlantic,Conservative
About Right,39,Female,63.5,Middle Atlantic,Slightly Liberal
Too Little,59,Male,74.400002,Middle Atlantic,Liberal
About Right,72,Male,37.900002,Middle Atlantic,Slightly Conservative
Too Little,37,Female,37.700001,W. Nor. Central,Slightly Liberal
About Right,30,Male,83.699997,Middle Atlantic,Moderate
About Right,48,Female,85.099998,South Atlantic,Extremely Conservative
About Right,32,Female,38.400002,Mountain,Moderate
Too Little,23,Female,28.4,W. Sou. Central,Moderate
About Right,44,Male,74.900002,E. Nor. Central,Conservative
Too Little,70,Female,29.299999,Middle Atlantic,Moderate
Too Little,38,Male,80.300003,Middle Atlantic,Moderate
Too Much,28,Female,27.299999,South Atlantic,Slightly Liberal
About Right,33,Male,84.5,New England,Conservative
About Right,28,Male,73.800003,Middle Atlantic,Slightly Conservative
Too Much,18,Male,38.900002,Mountain,Extremely Liberal
Too Little,44,Female,36.099998,South Atlantic,Moderate
Too Little,25,Female,73.199997,W. Nor. Central,Liberal
Too Little,59,Female,73.199997,Middle Atlantic,Slightly Conservative
About Right,51,Male,40.900002,Middle Atlantic,Conservative
Too Little,52,Male,54.200001,E. Nor. Central,Conservative
Too Little,75,Male,83.900002,Pacific,Liberal
About Right,76,Male,37.299999,Pacific,Moderate
About Right,47,Female,26.4,W. Nor. Central,Moderate
About Right,26,Female,38.400002,W. Sou. Central,Slightly Conservative
Too Much,43,Male,73.599998,W. Nor. Central,Extremely Conservative
About Right,31,Female,38.900002,E. Sou. Central,Conservative
About Right,34,Male,83.699997,Pacific,Extremely Liberal
About Right,27,Male,36.5,E. Sou. Central,Moderate
Too Little,43,Male,73.300003,South Atlantic,Conservative
Too Little,30,Male,22.700001,E. Nor. Central,Moderate
About Right,20,Male,31.4,Pacific,Slightly Conservative
Too Little,58,Male,78.5,South Atlantic,Moderate
Too Much,33,Male,31.4,Pacific,Slightly Conservative
Too Much,73,Male,31.5,South Atlantic,Moderate
About Right,31,Male,49.900002,W. Sou. Central,Extremely Liberal
About Right,36,Female,29.6,South Atlantic,Liberal
About Right,53,Male,73.300003,Pacific,Moderate
About Right,82,Female,80.300003,E. Sou. Central,Moderate
Too Little,54,Male,39.400002,Middle Atlantic,Extremely Conservative
Too Much,39,Male,40,South Atlantic,Slightly Liberal
About Right,61,Female,80.300003,Pacific,Slightly Conservative
About Right,31,Male,29.299999,South Atlantic,Moderate
Too Little,51,Male,63.200001,Middle Atlantic,Extremely Liberal
About Right,36,Male,67,Pacific,Moderate
About Right,34,Male,26.6,Middle Atlantic,Conservative
Too Little,33,Male,31.4,Pacific,Conservative
Too Little,56,Male,76.400002,E. Nor. Central,Liberal
Too Little,48,Male,38.900002,E. Sou. Central,Conservative
About Right,54,Female,50.700001,E. Sou. Central,Slightly Conservative
About Right,72,Female,22.6,E. Sou. Central,Slightly Conservative
About Right,53,Female,51.900002,E. Nor. Central,Slightly Liberal
Too Little,25,Female,29.299999,Middle Atlantic,Slightly Liberal
About Right,86,Female,21.200001,E. Nor. Central,Conservative
Too Little,38,Female,63.5,E. Nor. Central,Slightly Liberal
About Right,51,Female,73.599998,Middle Atlantic,Conservative
Too Little,72,Female,51.799999,E. Nor. Central,Conservative
Too Much,57,Female,39.400002,E. Nor. Central,Moderate
Too Little,44,Female,44.299999,W. Sou. Central,Moderate
Too Little,26,Female,38.400002,Pacific,Slightly Conservative
Too Little,62,Male,88.900002,W. Sou. Central,Slightly Liberal
Too Much,44,Male,50.700001,Middle Atlantic,Slightly Liberal
Too Little,47,Female,63.5,Pacific,Moderate
About Right,61,Male,45,South Atlantic,Slightly Liberal
About Right,62,Male,28.4,Middle Atlantic,Moderate
About Right,34,Female,73.599998,E. Sou. Central,Moderate
Too Little,42,Female,92.300003,Mountain,Liberal
About Right,50,Female,37.299999,New England,Moderate
About Right,64,Female,64.800003,Mountain,Extremely Conservative
About Right,70,Male,60.599998,Middle Atlantic,Slightly Conservative
About Right,36,Female,73.599998,Pacific,Moderate
About Right,75,Female,71.599998,E. Nor. Central,Moderate
About Right,54,Female,26.5,Pacific,Moderate
Too Much,42,Female,80.300003,South Atlantic,Slightly Liberal
Too Little,74,Female,74.400002,Middle Atlantic,Moderate
Too Little,32,Male,44.700001,Middle Atlantic,Conservative
About Right,21,Male,59.299999,South Atlantic,Slightly Liberal
Too Little,38,Male,48.900002,Pacific,Moderate
Too Little,44,Female,51.900002,South Atlantic,Slightly Liberal
Too Little,28,Male,63.5,Pacific,Conservative
Too Little,78,Female,75.199997,Middle Atlantic,Slightly Liberal
Too Little,36,Female,30.799999,South Atlantic,Slightly Conservative
Too Little,41,Male,73.300003,E. Nor. Central,Slightly Conservative
Too Little,59,Female,63.5,E. Nor. Central,Moderate
About Right,25,Female,31.4,Middle Atlantic,Moderate
About Right,54,Female,78.5,South Atlantic,Moderate
About Right,60,Male,34.299999,South Atlantic,Liberal
About Right,63,Male,37.299999,E. Nor. Central,Slightly Liberal
About Right,27,Male,63.5,South Atlantic,Moderate
Too Little,32,Male,92.300003,E. Nor. Central,Moderate
Too Little,48,Female,73.199997,South Atlantic,Slightly Conservative
Too Little,26,Male,33.599998,W. Nor. Central,Extremely Conservative
About Right,48,Female,73.199997,Pacific,Moderate
About Right,65,Female,37.400002,E. Sou. Central,Extremely Conservative
Too Little,48,Male,53.700001,South Atlantic,Moderate
Too Little,23,Female,33.900002,Middle Atlantic,Conservative
About Right,74,Female,33.099998,Middle Atlantic,Slightly Liberal
About Right,76,Female,27.5,Pacific,Moderate
Too Little,34,Male,83.699997,E. Nor. Central,Moderate
About Right,19,Male,43.400002,E. Nor. Central,Conservative
Too Little,39,Male,86.599998,Mountain,Conservative
About Right,70,Male,28.9,Middle Atlantic,Extremely Liberal
About Right,77,Female,50.700001,E. Nor. Central,Liberal
Too Little,28,Male,59.099998,New England,Liberal
About Right,61,Male,64.199997,Pacific,Moderate
About Right,30,Female,33.599998,E. Sou. Central,Slightly Liberal
Too Little,61,Male,33.099998,South Atlantic,Slightly Conservative
Too Much,58,Female,76.400002,E. Nor. Central,Moderate
About Right,80,Female,52.299999,South Atlantic,Slightly Conservative
About Right,33,Male,93.300003,W. Nor. Central,Moderate
About Right,43,Female,33.099998,E. Sou. Central,Liberal
About Right,65,Female,17.6,South Atlantic,Moderate
About Right,37,Female,32.400002,W. Sou. Central,Moderate
About Right,33,Male,29.4,Pacific,Moderate
About Right,50,Male,38.5,Middle Atlantic,Moderate
Too Little,53,Female,26.700001,Middle Atlantic,Slightly Liberal
About Right,44,Female,73.199997,W. Sou. Central,Moderate
Too Little,60,Female,37.700001,Middle Atlantic,Moderate
Too Little,44,Female,32.400002,E. Sou. Central,Extremely Conservative
About Right,51,Female,54.5,South Atlantic,Extremely Conservative
About Right,39,Male,63.5,South Atlantic,Slightly Conservative
About Right,34,Male,49.400002,E. Nor. Central,Moderate
Too Little,79,Female,38.400002,W. Sou. Central,Conservative
Too Little,26,Male,60.5,E. Nor. Central,Slightly Conservative
Too Little,46,Male,53.900002,W. Nor. Central,Moderate
Too Little,42,Female,38.900002,W. Nor. Central,Moderate
Too Little,51,Male,50.700001,Pacific,Slightly Conservative
Too Little,28,Male,83.699997,South Atlantic,Slightly Liberal
Too Little,20,Male,37.599998,E. Sou. Central,Moderate
